Hidden Channels: 8, Layers: 2, Epoch: 001, Loss: 1.9429, Val: 0.1020, Test: 0.1110
Hidden Channels: 8, Layers: 2, Epoch: 002, Loss: 1.9383, Val: 0.0740, Test: 0.0790
Hidden Channels: 8, Layers: 2, Epoch: 003, Loss: 1.9299, Val: 0.0800, Test: 0.0880
Hidden Channels: 8, Layers: 2, Epoch: 004, Loss: 1.9304, Val: 0.0940, Test: 0.1030
Hidden Channels: 8, Layers: 2, Epoch: 005, Loss: 1.9177, Val: 0.1260, Test: 0.1390
Hidden Channels: 8, Layers: 2, Epoch: 006, Loss: 1.9124, Val: 0.1920, Test: 0.2210
Hidden Channels: 8, Layers: 2, Epoch: 007, Loss: 1.9073, Val: 0.3160, Test: 0.3540
Hidden Channels: 8, Layers: 2, Epoch: 008, Loss: 1.8998, Val: 0.4500, Test: 0.4690
Hidden Channels: 8, Layers: 2, Epoch: 009, Loss: 1.8949, Val: 0.4880, Test: 0.5210
Hidden Channels: 8, Layers: 2, Epoch: 010, Loss: 1.8843, Val: 0.5260, Test: 0.5440
Hidden Channels: 8, Layers: 2, Epoch: 011, Loss: 1.8819, Val: 0.5480, Test: 0.5500
Hidden Channels: 8, Layers: 2, Epoch: 012, Loss: 1.8664, Val: 0.5620, Test: 0.5610
Hidden Channels: 8, Layers: 2, Epoch: 013, Loss: 1.8625, Val: 0.5720, Test: 0.5670
Hidden Channels: 8, Layers: 2, Epoch: 014, Loss: 1.8506, Val: 0.5780, Test: 0.5750
Hidden Channels: 8, Layers: 2, Epoch: 015, Loss: 1.8493, Val: 0.6040, Test: 0.5870
Hidden Channels: 8, Layers: 2, Epoch: 016, Loss: 1.8390, Val: 0.6200, Test: 0.6100
Hidden Channels: 8, Layers: 2, Epoch: 017, Loss: 1.8163, Val: 0.6380, Test: 0.6350
Hidden Channels: 8, Layers: 2, Epoch: 018, Loss: 1.8316, Val: 0.6560, Test: 0.6510
Hidden Channels: 8, Layers: 2, Epoch: 019, Loss: 1.8163, Val: 0.6680, Test: 0.6730
Hidden Channels: 8, Layers: 2, Epoch: 020, Loss: 1.7936, Val: 0.6840, Test: 0.6860
Hidden Channels: 8, Layers: 2, Epoch: 021, Loss: 1.7825, Val: 0.6920, Test: 0.6900
Hidden Channels: 8, Layers: 2, Epoch: 022, Loss: 1.7618, Val: 0.7140, Test: 0.7060
Hidden Channels: 8, Layers: 2, Epoch: 023, Loss: 1.7634, Val: 0.7200, Test: 0.7230
Hidden Channels: 8, Layers: 2, Epoch: 024, Loss: 1.7368, Val: 0.7500, Test: 0.7430
Hidden Channels: 8, Layers: 2, Epoch: 025, Loss: 1.7426, Val: 0.7660, Test: 0.7560
Hidden Channels: 8, Layers: 2, Epoch: 026, Loss: 1.6989, Val: 0.7760, Test: 0.7650
Hidden Channels: 8, Layers: 2, Epoch: 027, Loss: 1.7158, Val: 0.7860, Test: 0.7760
Hidden Channels: 8, Layers: 2, Epoch: 028, Loss: 1.7281, Val: 0.7940, Test: 0.7830
Hidden Channels: 8, Layers: 2, Epoch: 029, Loss: 1.7219, Val: 0.7980, Test: 0.7950
Hidden Channels: 8, Layers: 2, Epoch: 030, Loss: 1.7057, Val: 0.8020, Test: 0.7980
Hidden Channels: 8, Layers: 2, Epoch: 031, Loss: 1.6831, Val: 0.8120, Test: 0.8030
Hidden Channels: 8, Layers: 2, Epoch: 032, Loss: 1.6812, Val: 0.8100, Test: 0.8120
Hidden Channels: 8, Layers: 2, Epoch: 033, Loss: 1.6228, Val: 0.8080, Test: 0.8110
Hidden Channels: 8, Layers: 2, Epoch: 034, Loss: 1.5897, Val: 0.8060, Test: 0.8190
Hidden Channels: 8, Layers: 2, Epoch: 035, Loss: 1.6001, Val: 0.8020, Test: 0.8220
Hidden Channels: 8, Layers: 2, Epoch: 036, Loss: 1.6671, Val: 0.7940, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 037, Loss: 1.5690, Val: 0.8060, Test: 0.8230
Hidden Channels: 8, Layers: 2, Epoch: 038, Loss: 1.5861, Val: 0.8060, Test: 0.8270
Hidden Channels: 8, Layers: 2, Epoch: 039, Loss: 1.5516, Val: 0.8100, Test: 0.8240
Hidden Channels: 8, Layers: 2, Epoch: 040, Loss: 1.5597, Val: 0.8080, Test: 0.8160
Hidden Channels: 8, Layers: 2, Epoch: 041, Loss: 1.5400, Val: 0.8040, Test: 0.8080
Hidden Channels: 8, Layers: 2, Epoch: 042, Loss: 1.5240, Val: 0.8060, Test: 0.8060
Hidden Channels: 8, Layers: 2, Epoch: 043, Loss: 1.4240, Val: 0.8020, Test: 0.7960
Hidden Channels: 8, Layers: 2, Epoch: 044, Loss: 1.5435, Val: 0.7960, Test: 0.7870
Hidden Channels: 8, Layers: 2, Epoch: 045, Loss: 1.5073, Val: 0.7860, Test: 0.7750
Hidden Channels: 8, Layers: 2, Epoch: 046, Loss: 1.5061, Val: 0.7740, Test: 0.7660
Hidden Channels: 8, Layers: 2, Epoch: 047, Loss: 1.4202, Val: 0.7580, Test: 0.7510
Hidden Channels: 8, Layers: 2, Epoch: 048, Loss: 1.4540, Val: 0.7500, Test: 0.7390
Hidden Channels: 8, Layers: 2, Epoch: 049, Loss: 1.4017, Val: 0.7440, Test: 0.7280
Hidden Channels: 8, Layers: 2, Epoch: 050, Loss: 1.3820, Val: 0.7440, Test: 0.7260
Hidden Channels: 8, Layers: 2, Epoch: 051, Loss: 1.4158, Val: 0.7400, Test: 0.7320
Hidden Channels: 8, Layers: 2, Epoch: 052, Loss: 1.3786, Val: 0.7520, Test: 0.7400
Hidden Channels: 8, Layers: 2, Epoch: 053, Loss: 1.3494, Val: 0.7500, Test: 0.7430
Hidden Channels: 8, Layers: 2, Epoch: 054, Loss: 1.3323, Val: 0.7580, Test: 0.7540
Hidden Channels: 8, Layers: 2, Epoch: 055, Loss: 1.3410, Val: 0.7680, Test: 0.7620
Hidden Channels: 8, Layers: 2, Epoch: 056, Loss: 1.3570, Val: 0.7840, Test: 0.7740
Hidden Channels: 8, Layers: 2, Epoch: 057, Loss: 1.3060, Val: 0.7960, Test: 0.7830
Hidden Channels: 8, Layers: 2, Epoch: 058, Loss: 1.3310, Val: 0.8040, Test: 0.7960
Hidden Channels: 8, Layers: 2, Epoch: 059, Loss: 1.2521, Val: 0.8160, Test: 0.8060
Hidden Channels: 8, Layers: 2, Epoch: 060, Loss: 1.2244, Val: 0.8180, Test: 0.8120
Hidden Channels: 8, Layers: 2, Epoch: 061, Loss: 1.3080, Val: 0.8200, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 062, Loss: 1.2173, Val: 0.8180, Test: 0.8280
Hidden Channels: 8, Layers: 2, Epoch: 063, Loss: 1.2441, Val: 0.8220, Test: 0.8310
Hidden Channels: 8, Layers: 2, Epoch: 064, Loss: 1.2448, Val: 0.8240, Test: 0.8350
Hidden Channels: 8, Layers: 2, Epoch: 065, Loss: 1.1924, Val: 0.8220, Test: 0.8400
Hidden Channels: 8, Layers: 2, Epoch: 066, Loss: 1.2716, Val: 0.8140, Test: 0.8380
Hidden Channels: 8, Layers: 2, Epoch: 067, Loss: 1.1653, Val: 0.8180, Test: 0.8390
Hidden Channels: 8, Layers: 2, Epoch: 068, Loss: 1.2363, Val: 0.8200, Test: 0.8360
Hidden Channels: 8, Layers: 2, Epoch: 069, Loss: 1.2099, Val: 0.8060, Test: 0.8320
Hidden Channels: 8, Layers: 2, Epoch: 070, Loss: 1.1335, Val: 0.8060, Test: 0.8290
Hidden Channels: 8, Layers: 2, Epoch: 071, Loss: 1.1660, Val: 0.8080, Test: 0.8190
Hidden Channels: 8, Layers: 2, Epoch: 072, Loss: 1.1708, Val: 0.8080, Test: 0.8190
Hidden Channels: 8, Layers: 2, Epoch: 073, Loss: 1.1995, Val: 0.8080, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 074, Loss: 1.1658, Val: 0.8080, Test: 0.8150
Hidden Channels: 8, Layers: 2, Epoch: 075, Loss: 1.0940, Val: 0.8060, Test: 0.8130
Hidden Channels: 8, Layers: 2, Epoch: 076, Loss: 1.1437, Val: 0.8060, Test: 0.8130
Hidden Channels: 8, Layers: 2, Epoch: 077, Loss: 1.1320, Val: 0.8100, Test: 0.8110
Hidden Channels: 8, Layers: 2, Epoch: 078, Loss: 1.1353, Val: 0.8160, Test: 0.8140
Hidden Channels: 8, Layers: 2, Epoch: 079, Loss: 1.0570, Val: 0.8160, Test: 0.8130
Hidden Channels: 8, Layers: 2, Epoch: 080, Loss: 1.0986, Val: 0.8180, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 081, Loss: 1.1075, Val: 0.8120, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 082, Loss: 1.0643, Val: 0.8120, Test: 0.8160
Hidden Channels: 8, Layers: 2, Epoch: 083, Loss: 1.0249, Val: 0.8100, Test: 0.8130
Hidden Channels: 8, Layers: 2, Epoch: 084, Loss: 1.0245, Val: 0.8060, Test: 0.8130
Hidden Channels: 8, Layers: 2, Epoch: 085, Loss: 1.0987, Val: 0.8040, Test: 0.8170
Hidden Channels: 8, Layers: 2, Epoch: 086, Loss: 1.0159, Val: 0.8100, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 087, Loss: 1.1218, Val: 0.8120, Test: 0.8200
Hidden Channels: 8, Layers: 2, Epoch: 088, Loss: 1.0716, Val: 0.8120, Test: 0.8200
Hidden Channels: 8, Layers: 2, Epoch: 089, Loss: 1.0549, Val: 0.8160, Test: 0.8180
Hidden Channels: 8, Layers: 2, Epoch: 090, Loss: 1.0963, Val: 0.8160, Test: 0.8160
Hidden Channels: 8, Layers: 2, Epoch: 091, Loss: 1.0520, Val: 0.8160, Test: 0.8160
Hidden Channels: 8, Layers: 2, Epoch: 092, Loss: 1.0435, Val: 0.8180, Test: 0.8170
Hidden Channels: 8, Layers: 2, Epoch: 093, Loss: 0.9928, Val: 0.8160, Test: 0.8210
Hidden Channels: 8, Layers: 2, Epoch: 094, Loss: 1.0208, Val: 0.8180, Test: 0.8200
Hidden Channels: 8, Layers: 2, Epoch: 095, Loss: 0.9764, Val: 0.8160, Test: 0.8230
Hidden Channels: 8, Layers: 2, Epoch: 096, Loss: 1.0192, Val: 0.8080, Test: 0.8200
